,episode,step,action,reward,drone_status,terminated,network_has_password,password_list_has_password,target_port_vulnerable
613,75,4,8,2.05,2,True,True,False,False
614,76,0,0,-0.05,0,False,False,False,False
615,76,1,0,-0.05,0,False,False,False,False
616,76,2,0,5.05,0,False,False,False,False
617,76,3,1,10.05,0,False,False,False,False
618,76,4,5,-0.45,0,False,False,False,False
619,76,5,5,-0.45,0,False,False,False,False
620,76,6,5,-0.45,0,False,False,False,False
621,76,7,5,-0.45,0,False,False,False,False
622,76,8,5,15.05,1,False,False,False,False
623,76,9,6,20.05,3,True,False,False,False
624,77,0,0,5.05,0,False,False,False,False
625,77,1,1,-0.05,0,False,False,False,False
626,77,2,1,-0.05,0,False,False,False,False
627,77,3,1,10.05,0,False,False,False,False
628,77,4,5,15.05,1,False,False,False,False
629,77,5,6,0.15000000000000002,1,False,False,False,False
630,77,6,6,0.15000000000000002,1,False,False,False,False
631,77,7,6,0.15000000000000002,1,False,False,False,False
632,77,8,6,20.05,3,True,False,False,False
633,78,0,0,-0.05,0,False,False,False,False
634,78,1,0,-0.05,0,False,False,False,False
635,78,2,0,5.05,0,False,False,False,False
636,78,3,1,10.05,0,False,False,False,False
637,78,4,5,-0.45,0,False,False,False,False
638,78,5,5,-0.45,0,False,False,False,False
639,78,6,5,-0.45,0,False,False,False,False
640,78,7,5,-0.45,0,False,False,False,False
641,78,8,5,-0.45,0,False,False,False,False
642,78,9,5,-0.45,0,False,False,False,False
643,78,10,5,-0.45,0,False,False,False,False
644,78,11,5,-0.45,0,False,False,False,False
645,78,12,5,15.05,1,False,False,False,False
646,78,13,6,0.15000000000000002,1,False,False,False,False
647,78,14,6,20.05,3,True,False,False,False
648,79,0,0,-0.05,0,False,True,False,False
649,79,1,0,-0.05,0,False,True,False,False
650,79,2,0,5.05,0,False,True,False,False
651,79,3,2,5.05,0,False,True,False,False
652,79,4,3,5.05,0,False,True,False,False
653,79,5,8,2.05,2,True,True,False,False
654,80,0,0,5.05,0,False,False,False,False
655,80,1,1,10.05,0,False,False,False,False
656,80,2,5,-0.45,0,False,False,False,False
657,80,3,5,15.05,1,False,False,False,False
658,80,4,6,0.15000000000000002,1,False,False,False,False
659,80,5,6,0.15000000000000002,1,False,False,False,False
660,80,6,6,20.05,3,True,False,False,False
661,81,0,0,5.05,0,False,False,True,True
662,81,1,1,-0.05,0,False,False,True,True
663,81,2,1,10.05,0,False,False,True,True
664,81,3,5,-0.45,0,False,False,True,True
665,81,4,5,15.05,1,False,False,True,True
666,81,5,6,20.05,3,True,False,True,True
667,82,0,0,-0.05,0,False,True,True,True
668,82,1,0,5.05,0,False,True,True,True
669,82,2,2,5.05,0,False,True,True,True
670,82,3,3,5.05,0,False,True,True,True
671,82,4,8,2.05,2,True,True,True,True
672,83,0,0,-0.05,0,False,False,False,False
673,83,1,0,-0.05,0,False,False,False,False
674,83,2,0,-0.05,0,False,False,False,False
675,83,3,0,-0.05,0,False,False,False,False
676,83,4,0,-0.05,0,False,False,False,False
677,83,5,0,-0.05,0,False,False,False,False
678,83,6,0,-0.05,0,False,False,False,False
679,83,7,0,-0.05,0,False,False,False,False
680,83,8,0,-0.05,0,False,False,False,False
681,83,9,0,-0.05,0,False,False,False,False
682,83,10,0,-0.05,0,False,False,False,False
683,83,11,0,5.05,0,False,False,False,False
684,83,12,1,10.05,0,False,False,False,False
685,83,13,5,15.05,1,False,False,False,False
686,83,14,6,0.15000000000000002,1,False,False,False,False
687,83,15,6,0.15000000000000002,1,False,False,False,False
688,83,16,6,20.05,3,True,False,False,False
689,84,0,0,-0.05,0,False,True,True,True
690,84,1,0,5.05,0,False,True,True,True
691,84,2,2,5.05,0,False,True,True,True
692,84,3,3,5.05,0,False,True,True,True
693,84,4,8,2.05,2,True,True,True,True
694,85,0,0,-0.05,0,False,True,False,False
695,85,1,0,-0.05,0,False,True,False,False
696,85,2,0,-0.05,0,False,True,False,False
697,85,3,0,5.05,0,False,True,False,False
698,85,4,2,5.05,0,False,True,False,False
699,85,5,3,5.05,0,False,True,False,False
700,85,6,8,2.05,2,True,True,False,False
701,86,0,0,-0.05,0,False,True,True,True
702,86,1,0,-0.05,0,False,True,True,True
703,86,2,0,-0.05,0,False,True,True,True
704,86,3,0,5.05,0,False,True,True,True
705,86,4,2,5.05,0,False,True,True,True
706,86,5,3,5.05,0,False,True,True,True
707,86,6,8,2.05,2,True,True,True,True
708,87,0,0,5.05,0,False,True,False,False
709,87,1,2,-0.45,0,False,True,False,False
710,87,2,2,-0.45,0,False,True,False,False
711,87,3,2,-0.45,0,False,True,False,False
712,87,4,2,5.05,0,False,True,False,False
713,87,5,3,5.05,0,False,True,False,False
714,87,6,8,2.05,2,True,True,False,False
715,88,0,0,-0.05,0,False,True,True,True
716,88,1,0,5.05,0,False,True,True,True
717,88,2,2,5.05,0,False,True,True,True
718,88,3,3,5.05,0,False,True,True,True
719,88,4,8,2.05,2,True,True,True,True
720,89,0,0,-0.05,0,False,True,True,True
721,89,1,0,-0.05,0,False,True,True,True
722,89,2,0,-0.05,0,False,True,True,True
723,89,3,0,-0.05,0,False,True,True,True
724,89,4,0,-0.05,0,False,True,True,True
725,89,5,0,-0.05,0,False,True,True,True
726,89,6,0,-0.05,0,False,True,True,True
727,89,7,0,-0.05,0,False,True,True,True
728,89,8,0,-0.05,0,False,True,True,True
729,89,9,0,-0.05,0,False,True,True,True
730,89,10,0,-0.05,0,False,True,True,True
731,89,11,0,5.05,0,False,True,True,True
732,89,12,2,5.05,0,False,True,True,True
733,89,13,3,5.05,0,False,True,True,True
734,89,14,8,2.05,2,True,True,True,True
735,90,0,0,-0.05,0,False,True,True,True
736,90,1,0,-0.05,0,False,True,True,True
737,90,2,0,-0.05,0,False,True,True,True
738,90,3,0,-0.05,0,False,True,True,True
739,90,4,0,-0.05,0,False,True,True,True
740,90,5,0,-0.05,0,False,True,True,True
741,90,6,0,-0.05,0,False,True,True,True
742,90,7,0,-0.05,0,False,True,True,True
743,90,8,0,5.05,0,False,True,True,True
744,90,9,2,5.05,0,False,True,True,True
745,90,10,3,5.05,0,False,True,True,True
746,90,11,8,2.05,2,True,True,True,True
747,91,0,0,-0.05,0,False,True,False,False
748,91,1,0,-0.05,0,False,True,False,False
749,91,2,0,-0.05,0,False,True,False,False
750,91,3,0,-0.05,0,False,True,False,False
751,91,4,0,-0.05,0,False,True,False,False
752,91,5,0,-0.05,0,False,True,False,False
753,91,6,0,-0.05,0,False,True,False,False
754,91,7,0,-0.05,0,False,True,False,False
755,91,8,0,-0.05,0,False,True,False,False
756,91,9,0,5.05,0,False,True,False,False
757,91,10,2,-0.45,0,False,True,False,False
758,91,11,2,5.05,0,False,True,False,False
759,91,12,3,5.05,0,False,True,False,False
760,91,13,8,2.05,2,True,True,False,False
761,92,0,0,-0.05,0,False,False,False,False
762,92,1,0,-0.05,0,False,False,False,False
763,92,2,0,5.05,0,False,False,False,False
764,92,3,1,10.05,0,False,False,False,False
765,92,4,5,15.05,1,False,False,False,False
766,92,5,6,0.15000000000000002,1,False,False,False,False
767,92,6,6,20.05,3,True,False,False,False
768,93,0,0,-0.05,0,False,False,False,False
769,93,1,0,-0.05,0,False,False,False,False
770,93,2,0,-0.05,0,False,False,False,False
771,93,3,0,5.05,0,False,False,False,False
772,93,4,1,10.05,0,False,False,False,False
773,93,5,5,-0.45,0,False,False,False,False
774,93,6,5,-0.45,0,False,False,False,False
775,93,7,5,15.05,1,False,False,False,False
776,93,8,6,20.05,3,True,False,False,False
777,94,0,0,-0.05,0,False,True,False,False
778,94,1,0,-0.05,0,False,True,False,False
779,94,2,0,5.05,0,False,True,False,False
780,94,3,2,5.05,0,False,True,False,False
781,94,4,3,5.05,0,False,True,False,False
782,94,5,8,2.05,2,True,True,False,False
783,95,0,0,-0.05,0,False,True,True,True
784,95,1,0,-0.05,0,False,True,True,True
785,95,2,0,-0.05,0,False,True,True,True
786,95,3,0,-0.05,0,False,True,True,True
787,95,4,0,-0.05,0,False,True,True,True
788,95,5,0,-0.05,0,False,True,True,True
789,95,6,0,5.05,0,False,True,True,True
790,95,7,2,-0.45,0,False,True,True,True
791,95,8,2,5.05,0,False,True,True,True
792,95,9,3,5.05,0,False,True,True,True
793,95,10,8,2.05,2,True,True,True,True
794,96,0,0,-0.05,0,False,False,False,False
795,96,1,0,-0.05,0,False,False,False,False
796,96,2,0,-0.05,0,False,False,False,False
797,96,3,0,-0.05,0,False,False,False,False
798,96,4,0,-0.05,0,False,False,False,False
799,96,5,0,5.05,0,False,False,False,False
800,96,6,1,-0.05,0,False,False,False,False
801,96,7,1,10.05,0,False,False,False,False
802,96,8,5,15.05,1,False,False,False,False
803,96,9,6,20.05,3,True,False,False,False
804,97,0,0,-0.05,0,False,False,True,True
805,97,1,0,-0.05,0,False,False,True,True
806,97,2,0,-0.05,0,False,False,True,True
807,97,3,0,5.05,0,False,False,True,True
808,97,4,1,10.05,0,False,False,True,True
809,97,5,5,15.05,1,False,False,True,True
810,97,6,6,20.05,3,True,False,True,True
811,98,0,0,-0.05,0,False,False,False,False
812,98,1,0,5.05,0,False,False,False,False
813,98,2,1,10.05,0,False,False,False,False
814,98,3,5,15.05,1,False,False,False,False
815,98,4,6,20.05,3,True,False,False,False
816,99,0,0,-0.05,0,False,True,True,True
817,99,1,0,-0.05,0,False,True,True,True
818,99,2,0,-0.05,0,False,True,True,True
819,99,3,0,5.05,0,False,True,True,True
820,99,4,2,5.05,0,False,True,True,True
821,99,5,3,5.05,0,False,True,True,True
822,99,6,8,2.05,2,True,True,True,True
